Time(s),Voltage I/O-1(V)
0.36,-0.027
0.362,-0.056
0.364,-0.084
0.366,-0.103
0.368,-0.115
0.37,-0.121
0.372,-0.114
0.374,-0.106
0.376,-0.093
0.378,-0.076
0.38,-0.057
0.382,-0.039
0.384,-0.022
0.386,-0.002
0.388,0.017
0.39,0.035
0.392,0.057
0.394,0.076
0.396,0.092
0.398,0.1
0.4,0.103
0.402,0.089
0.404,0.063
0.406,0.022
0.408,-0.024
0.41,-0.067
0.412,-0.103
0.414,-0.117
0.416,-0.12
0.418,-0.11
0.42,-0.088
0.422,-0.063
0.424,-0.031
0.426,0.005
0.428,0.039
0.43,0.078
0.432,0.116
0.434,0.155
0.436,0.193
0.438,0.227
0.44,0.254
0.442,0.262
0.444,0.244
0.446,0.192
0.448,0.093
0.45,-0.024
0.452,-0.143
0.454,-0.234
0.456,-0.281
0.458,-0.29
0.46,-0.271
0.462,-0.232
0.464,-0.188
0.466,-0.135
0.468,-0.084
0.47,-0.031
0.472,0.021
0.474,0.073
0.476,0.123
0.478,0.171
0.48,0.203
0.482,0.205
0.484,0.154
0.486,0.039
0.488,-0.093
0.49,-0.178
0.492,-0.19
0.494,-0.146
0.496,-0.079
0.498,0
0.5,0.093
0.502,0.179
0.504,0.259
0.506,0.338
0.508,0.421
0.51,0.518
0.512,0.626
0.514,0.756
0.516,0.867
0.518,-0.455
0.52,-0.353
0.522,-0.248
0.524,-0.226
0.526,-0.123
0.528,-0.154
0.53,-0.084
0.532,-0.1
0.534,-0.027
0.536,-0.049
0.538,-0.033
0.54,-0.013
0.542,-0.02
0.544,-0.006
0.546,-0.006
0.548,-0.01
0.55,0
0.552,0.013
0.554,0.015
0.556,0.009
0.558,0.012
0.56,0.012
0.562,0.017
0.564,0.015
0.566,0.043
0.568,0.048
0.57,0.049
0.572,0.043
0.574,0.044
0.576,0.048
0.578,0.054
0.58,0.052
0.582,0.045
0.584,0.049
0.586,0.056
0.588,0.063
0.59,0.062
0.592,0.063
0.594,0.065
0.596,0.068
0.598,0.076
0.6,0.078
0.602,0.078
0.604,0.084
0.606,0.088
0.608,0.089
0.61,0.09
0.612,0.088
0.614,0.046
0.616,-0.024
0.618,-0.023
0.62,-0.023
0.622,-0.023
0.624,-0.02
0.626,-0.012
0.628,-0.011
0.63,-0.006
0.632,-0.005
0.634,-0.001
0.636,0.001
0.638,0.002
0.64,0.004
0.642,0.004
0.644,0.004
0.646,0.007
0.648,0.006
0.65,0.006
0.652,0.006
0.654,0.002
0.656,0.004
0.658,0.002
0.66,0.001
0.662,0.004
0.664,0.001
0.666,0.001
0.668,0.002
0.67,0.001
0.672,0.001
0.674,0
0.676,0.002
0.678,0.002
0.68,0
0.682,0.004
0.684,0.004
0.686,0
0.688,0
0.69,0
0.692,0
0.694,0
0.696,-0.001
0.698,0
0.7,-0.001
0.702,-0.001
0.704,0.001
0.706,-0.001
0.708,0
0.71,0
0.712,0
0.714,0.001
0.716,0
0.718,-0.002
0.72,0
0.722,-0.002
0.724,0
0.726,0.001
0.728,0.002
0.73,0.002
0.732,0.002
0.734,0
0.736,0
0.738,-0.001
0.74,-0.001
0.742,0
0.744,0
0.746,0
0.748,0.002
0.75,-0.001
0.752,0.001
0.754,-0.001
0.756,0.001
0.758,0
0.76,-0.002
0.762,0
0.764,0
0.766,-0.001
0.768,0
0.77,0
0.772,0.002
0.774,0.001
0.776,0.001
0.778,0
0.78,0
0.782,-0.001
0.784,0
0.786,-0.001
0.788,0.002
0.79,0
0.792,0.001
0.794,0.004
0.796,0.002
0.798,0.001
0.8,0
0.802,0
0.804,0.002
0.806,0.001
0.808,0.001
0.81,0.001
0.812,0
0.814,0.002
0.816,0.002
0.818,0
0.82,0.001
0.822,0
0.824,0.001
0.826,0.002
0.828,0
0.83,0
0.832,0
0.834,0
0.836,0.004
0.838,0.002
0.84,0.001
0.842,0.002
0.844,0.001
0.846,-0.002
0.848,0
0.85,0
0.852,0.002
0.854,0.001
0.856,0.004
0.858,0.002
0.86,0.001
0.862,0.001
0.864,0.001
0.866,0.002
0.868,0
0.87,-0.001
0.872,0.002
0.874,0.001
0.876,0
0.878,0.001
0.88,0.001
0.882,0.002
0.884,0.002
0.886,0
0.888,0.001
0.89,-0.002
0.892,0
0.894,0.001
0.896,0.002
0.898,0.001
0.9,0.001
0.902,0
0.904,0.001
0.906,-0.001
0.908,0
0.91,0
0.912,0
0.914,0
0.916,0.002
0.918,0
0.92,0.001
0.922,0.001
0.924,0.001
0.926,0.001
0.928,0.001
0.93,0.002
0.932,0
0.934,0.001
0.936,0.002
0.938,0.001
0.94,0
0.942,0.001
0.944,-0.001
0.946,0
0.948,0.002
0.95,0
0.952,0.001
0.954,0
0.956,0
0.958,0
0.96,0
0.962,0
0.964,0.001
0.966,0.004
0.968,0.002
0.97,0
0.972,0.001
0.974,0.001
0.976,-0.002
0.978,0
0.98,0
0.982,0.002
0.984,0
0.986,0
0.988,0
0.99,0
0.992,0
0.994,0.002
0.996,-0.001
0.998,0.001
1,0.001
1.002,0
1.004,0
1.006,0.001
1.008,0
1.01,0.002
1.012,0
1.014,0.002
1.016,0
1.018,0
1.02,0.002
1.022,0
1.024,-0.001
1.026,0.001
1.028,0.001
1.03,0.001
1.032,0.001
1.034,0.001
1.036,0.002
1.038,0
1.04,0
1.042,0.001
1.044,0
1.046,0
1.048,0
1.05,0
1.052,0.001
1.054,0
1.056,0
1.058,0.001
1.06,0
1.062,0.001
1.064,0
1.066,0.001
1.068,0
1.07,0
1.072,0.001
1.074,0.005
1.076,0
1.078,0.002
1.08,0
1.082,0
1.084,0
1.086,0.001
1.088,0
1.09,0.002
1.092,0.002
1.094,0.005
1.096,0
1.098,0.001
1.1,0.001
1.102,0
1.104,0
1.106,0.001
1.108,0
1.11,0.002
1.112,0.001
1.114,0.001
1.116,0
1.118,-0.001
1.12,0.001
1.122,0.001
1.124,0.001
1.126,0.001
1.128,0
1.13,0.001
1.132,0.001
1.134,0.001
1.136,0.002
1.138,0
1.14,0.001
1.142,0.002
1.144,-0.001
1.146,0.001
1.148,-0.001
1.15,0
1.152,0.001
1.154,0.002
1.156,0.002
1.158,0.002
1.16,0.001
1.162,0.002
1.164,0.001
1.166,0
1.168,0
1.17,0
1.172,0.001
1.174,0
1.176,0
1.178,0.001
1.18,0.001
1.182,0.001
1.184,0
1.186,0
1.188,0.001
1.19,0
1.192,0
1.194,0.001
1.196,-0.001
1.198,-0.001
1.2,0.002
1.202,0
1.204,0
1.206,0.002
1.208,0
1.21,0.001
1.212,0.001
1.214,-0.001
1.216,0
1.218,0
1.22,0
1.222,0.001
1.224,0.001
1.226,0
1.228,0
1.23,0
1.232,0.001
1.234,0
1.236,0.001
1.238,0
1.24,0
1.242,0.001
1.244,0
1.246,0.001
1.248,0.002
1.25,0
1.252,0.001
1.254,-0.001
1.256,0.001
1.258,0
1.26,0
1.262,0.001
1.264,0.004
1.266,0
1.268,0.001
1.27,0
1.272,0.001
1.274,0.001
1.276,-0.001
1.278,0.002
1.28,0
1.282,0
1.284,0.002
1.286,0
1.288,0.002
1.29,0.001
1.292,0
1.294,0.001
1.296,0.001
1.298,0
1.3,0.002
1.302,0
1.304,0.001
1.306,-0.001
1.308,0.001
1.31,0.002
1.312,0.002
1.314,0
1.316,0.001
1.318,0
1.32,0.002
1.322,0
1.324,0.001
1.326,0.001
1.328,0.002
1.33,0.002
1.332,0.004
1.334,0
1.336,0
1.338,0
1.34,0
1.342,0
1.344,0.001
1.346,0
1.348,0.002
1.35,0.002
1.352,0.004
1.354,0
1.356,0
1.358,0.001
1.36,0
1.362,-0.001
1.364,-0.001
1.366,-0.001
1.368,0.001
1.37,0.001
1.372,0.002
1.374,0.001
1.376,0.001
1.378,0.002
1.38,0.001
1.382,0.001
1.384,0.002
1.386,-0.002
1.388,0
1.39,0.002
1.392,0
1.394,0.002
1.396,0
1.398,0.001
1.4,0
1.402,-0.001
1.404,0.001
1.406,0
1.408,0
1.41,0.001
1.412,0
1.414,0
1.416,0
1.418,0
1.42,0.001
1.422,0.001
1.424,0.001
1.426,0.001
1.428,0.001
1.43,0
1.432,0
1.434,0
1.436,0
1.438,0.001
1.44,0.002
1.442,0.002
1.444,0.001
1.446,0.001
1.448,0
1.45,0.001
1.452,0
1.454,-0.001
1.456,-0.001
1.458,0.002
1.46,0
1.462,0.001
1.464,0
1.466,0
1.468,0.001
1.47,0
1.472,0
1.474,0.001
1.476,-0.001
1.478,0.001
1.48,0
1.482,0.001
1.484,0
1.486,0
1.488,0.001
1.49,0.001
1.492,-0.001
1.494,0
1.496,0
1.498,0.001
1.5,0.002
1.502,0.002
1.504,0.002
1.506,0.002
1.508,0
1.51,0
1.512,0
1.514,0.001
1.516,0.001
1.518,0
1.52,0.001
1.522,0.001
1.524,0
1.526,0
1.528,0.001
1.53,0.001
1.532,0
1.534,0
1.536,0.002
1.538,0
1.54,-0.001
1.542,0.001
1.544,-0.001
1.546,0
1.548,0.002
1.55,0
1.552,0.002
1.554,0
1.556,-0.001
1.558,0
1.56,0
1.562,0
1.564,-0.001
1.566,0
1.568,0.001
1.57,0.002
1.572,0.002
1.574,0
1.576,0
1.578,0.001
1.58,0
1.582,0
1.584,0
1.586,0.001
1.588,0.001
1.59,0.002
1.592,0.001
1.594,0
1.596,0
1.598,0.001
1.6,0.001
1.602,0.001
1.604,0
1.606,0.001
1.608,0
1.61,0.002
1.612,0.001
1.614,0
1.616,0.002
1.618,0
1.62,-0.001
1.622,0
1.624,-0.001
1.626,0.001
1.628,0.001
1.63,0
1.632,0.002
1.634,0
1.636,0.002
1.638,0.001
1.64,0.001
1.642,0
1.644,0
1.646,0.001
1.648,0.001
1.65,0.002
1.652,0.001
1.654,0
1.656,0
1.658,0.001
1.66,0.002
1.662,0.001
1.664,0.001
1.666,0
1.668,0.001
1.67,0.001
1.672,0
1.674,0.001
1.676,0
1.678,0.001
1.68,0.002
1.682,0
1.684,0
1.686,-0.001
1.688,0.001
1.69,0.001
1.692,0
1.694,0.001
1.696,0.004
1.698,0
1.7,0
1.702,0
1.704,0.002
1.706,0
1.708,0.001
1.71,0.001
1.712,0
1.714,-0.001
1.716,0.001
1.718,0
1.72,0.002
1.722,0.002
1.724,0.001
1.726,0.002
1.728,0.001
1.73,-0.002
1.732,0
1.734,0
1.736,0
1.738,0
1.74,0.001
1.742,0
1.744,0.001
1.746,0
1.748,0
1.75,-0.002
1.752,-0.001
1.754,0
1.756,0
1.758,0.001
1.76,0.002
1.762,0
1.764,0.001
1.766,0
1.768,0.001
1.77,0.001
1.772,0
1.774,0.001
1.776,0
1.778,0
1.78,0
1.782,-0.001
1.784,0.002
1.786,0.001
1.788,0.001
1.79,0.001
1.792,0
1.794,0
1.796,0.001
1.798,0
1.8,0.002
1.802,0
1.804,0
1.806,0.001
1.808,0.001
1.81,0
1.812,-0.001
1.814,-0.001
1.816,0
1.818,0
1.82,0.002
1.822,0.001
1.824,0
1.826,0.002
1.828,0.001
1.83,0
1.832,0
1.834,0.001
1.836,0
1.838,0.001
1.84,0
1.842,0
1.844,0
1.846,0.001
1.848,0.004
1.85,0
1.852,0.002
1.854,0
1.856,0
1.858,0
1.86,0
1.862,0.001
1.864,0.004
1.866,0
1.868,0.005
1.87,0.002
1.872,0
1.874,0
1.876,0
1.878,-0.001
1.88,0
1.882,-0.001
1.884,0.002
1.886,0
1.888,0
1.89,0
1.892,0
1.894,0.002
1.896,0.001
1.898,0.001
1.9,0
1.902,0
1.904,0.001
1.906,0
1.908,0
1.91,0.001
1.912,0
1.914,0
1.916,0.002
1.918,0
1.92,0.001
1.922,0
1.924,0
1.926,0.001
1.928,0.002
1.93,0.002
1.932,0.002
1.934,0.001
1.936,0.001
1.938,0.001
1.94,0
1.942,0
1.944,-0.001
1.946,0.002
1.948,0.002
1.95,0
1.952,-0.001
1.954,0.002
1.956,0
1.958,0.001
1.96,0
1.962,0.002
1.964,0
1.966,0
1.968,0.002
1.97,-0.001
1.972,-0.001
1.974,0.001
1.976,0.002
1.978,0.002
1.98,0.002
1.982,0.001
1.984,0.001
1.986,0
1.988,-0.002
1.99,0
1.992,-0.001
1.994,0.001
1.996,0.002
1.998,0
