Time(s),Voltage I/O-1(V)
0.25,-0.0012
0.252,-0.0
0.254,-0.0
0.256,-0.0
0.258,-0.0012
0.26,-0.0
0.262,-0.0
0.264,-0.0012
0.266,-0.0012
0.268,-0.0
0.27,-0.0024
0.272,-0.0
0.274,-0.0
0.276,-0.0012
0.278,-0.0
0.28,-0.0
0.282,-0.0024
0.284,-0.0
0.286,-0.0
0.288,-0.0
0.29,-0.0024
0.292,-0.0012
0.294,-0.0012
0.296,-0.0012
0.298,-0.0012
0.3,-0.0
0.302,-0.0012
0.304,-0.0
0.306,-0.0
0.308,-0.0012
0.31,-0.0
0.312,-0.0012
0.314,-0.0012
0.316,-0.0024
0.318,-0.0012
0.32,-0.0
0.322,-0.0012
0.324,-0.0
0.326,-0.0012
0.328,-0.0
0.33,-0.0
0.332,-0.0
0.334,-0.0
0.336,-0.0
0.338,-0.0012
0.34,-0.0012
0.342,-0.0012
0.344,-0.0024
0.346,-0.0
0.348,-0.0
0.35,-0.0012
0.352,0.0024
0.354,-0.0012
0.356,-0.0024
0.358,-0.0024
0.36,-0.0024
0.362,-0.0
0.364,-0.0012
0.366,-0.0
0.368,-0.0
0.37,-0.0012
0.372,-0.0
0.374,-0.0012
0.376,-0.0024
0.378,-0.0012
0.38,-0.0012
0.382,-0.0012
0.384,-0.0
0.386,-0.0012
0.388,-0.0012
0.39,-0.0
0.392,-0.0012
0.394,-0.0
0.396,-0.0012
0.398,-0.0024
0.4,-0.0
0.402,-0.0
0.404,-0.0012
0.406,-0.0012
0.408,-0.0012
0.41,-0.0
0.412,-0.0012
0.414,-0.0
0.416,-0.0
0.418,-0.0024
0.42,-0.0012
0.422,-0.0024
0.424,-0.0024
0.426,-0.0
0.428,-0.0012
0.43,-0.0
0.432,0.0024
0.434,-0.0012
0.436,-0.0
0.438,-0.0012
0.44,-0.0012
0.442,-0.0
0.444,-0.0024
0.446,-0.0
0.448,-0.0012
0.45,-0.0012
0.452,0.0012
0.454,-0.0024
0.456,-0.0
0.458,-0.0
0.46,-0.0012
0.462,-0.0
0.464,-0.0
0.466,-0.0024
0.468,-0.0012
0.47,-0.0024
0.472,-0.0
0.474,-0.0024
0.476,-0.0012
0.478,-0.0012
0.48,-0.0012
0.482,-0.0024
0.484,-0.0024
0.486,-0.0024
0.488,-0.0012
0.49,-0.0
0.492,-0.0012
0.494,-0.0012
0.496,-0.0037
0.498,-0.0037
0.5,-0.0024
0.502,-0.0024
0.504,-0.0024
0.506,-0.0024
0.508,-0.0024
0.51,-0.0024
0.512,-0.0037
0.514,-0.0049
0.516,-0.0037
0.518,-0.0049
0.52,-0.0037
0.522,-0.0037
0.524,-0.0049
0.526,-0.0049
0.528,-0.0073
0.53,-0.0061
0.532,-0.0049
0.534,-0.0061
0.536,-0.0061
0.538,-0.0049
0.54,-0.0073
0.542,-0.0061
0.544,-0.0073
0.546,-0.0085
0.548,-0.0098
0.55,-0.0085
0.552,-0.0098
0.554,-0.0098
0.556,-0.011
0.558,-0.0085
0.56,-0.011
0.562,-0.0122
0.564,-0.0134
0.566,-0.0146
0.568,-0.0146
0.57,-0.0146
0.572,-0.0171
0.574,-0.0171
0.576,-0.0195
0.578,-0.0195
0.58,-0.0208
0.582,-0.022
0.584,-0.0232
0.586,-0.0244
0.588,-0.0269
0.59,-0.0281
0.592,-0.0317
0.594,-0.0342
0.596,-0.0378
0.598,-0.0391
0.6,-0.0391
0.602,-0.0439
0.604,-0.0464
0.606,-0.0488
0.608,-0.0549
0.61,-0.0586
0.612,-0.0647
0.614,-0.0708
0.616,-0.0757
0.618,-0.0806
0.62,-0.0867
0.622,-0.0952
0.624,-0.105
0.626,-0.1147
0.628,-0.1245
0.63,-0.1343
0.632,-0.1465
0.634,-0.1611
0.636,-0.1733
0.638,-0.1868
0.64,-0.2026
0.642,-0.2173
0.644,-0.2307
0.646,-0.2453
0.648,-0.2563
0.65,-0.2673
0.652,-0.2783
0.654,-0.2856
0.656,-0.2881
0.658,-0.2856
0.66,-0.282
0.662,-0.2685
0.664,-0.2551
0.666,-0.2368
0.668,-0.2148
0.67,-0.1892
0.672,-0.1611
0.674,-0.1282
0.676,-0.0952
0.678,-0.0561
0.68,-0.0159
0.682,0.0281
0.684,0.0745
0.686,0.1221
0.688,0.1733
0.69,0.2283
0.692,0.2807
0.694,0.3393
0.696,0.4004
0.698,0.4614
0.7,0.5249
0.702,0.5834
0.704,0.642
0.706,0.6921
0.708,0.7348
0.71,0.7702
0.712,0.7885
0.714,0.7922
0.716,0.78
0.718,0.7494
0.72,0.7067
0.722,0.6481
0.724,0.5761
0.726,0.5017
0.728,0.4174
0.73,0.3344
0.732,0.2453
0.734,0.1575
0.736,0.0708
0.738,-0.0195
0.74,-0.1111
0.742,-0.2051
0.744,-0.3015
0.746,-0.4028
0.748,-0.5053
0.75,-0.6115
0.752,-0.714
0.754,-0.8093
0.756,-0.8886
0.758,-0.9447
0.76,-0.9752
0.762,-0.9716
0.764,-0.9325
0.766,-0.8654
0.768,-0.7739
0.77,-0.6689
0.772,-0.5517
0.774,-0.4321
0.776,-0.3137
0.778,-0.1916
0.78,-0.0732
0.782,0.0452
0.784,0.1648
0.786,0.2868
0.788,0.4113
0.79,0.5395
0.792,0.6677
0.794,0.7934
0.796,0.9081
0.798,0.9997
0.8,1.0631
0.802,1.0924
0.804,1.09
0.806,1.0497
0.808,0.9728
0.81,0.8593
0.812,0.7226
0.814,0.57
0.816,0.4199
0.818,0.2636
0.82,0.1111
0.822,-0.0427
0.824,-0.2014
0.826,-0.3686
0.828,-0.5456
0.83,-0.7372
0.832,-0.9325
0.834,-1.1278
0.836,-1.2926
0.838,-1.4012
0.84,-1.4256
0.842,-1.3524
0.844,-1.2084
0.846,-1.0253
0.848,-0.8276
0.85,-0.642
0.852,-0.4663
0.854,-0.3051
0.856,-0.1526
0.858,-0.0024
0.86,0.1391
0.862,0.2856
0.864,0.4321
0.866,0.5871
0.868,0.7507
0.87,0.7702
0.872,-0.3442
0.874,-0.2868
0.876,-0.238
0.878,-0.2441
0.88,-0.1965
0.882,-0.1831
0.884,-0.1623
0.886,-0.1428
0.888,-0.1245
0.89,-0.1269
0.892,-0.1147
0.894,-0.1025
0.896,-0.0854
0.898,-0.0732
0.9,-0.0659
0.902,-0.0598
0.904,-0.0549
0.906,-0.0476
0.908,-0.0427
0.91,-0.0391
0.912,-0.0317
0.914,-0.0269
0.916,-0.0232
0.918,-0.0195
0.92,-0.0171
0.922,-0.0134
0.924,-0.0134
0.926,-0.0098
0.928,-0.0073
0.93,-0.0085
0.932,-0.0073
0.934,-0.0073
0.936,-0.0073
0.938,-0.0049
0.94,-0.0073
0.942,-0.0037
0.944,-0.0037
0.946,-0.0024
0.948,-0.0024
0.95,-0.0024
0.952,-0.0012
0.954,-0.0024
0.956,-0.0049
0.958,-0.0
0.96,-0.0024
0.962,-0.0012
0.964,0.0012
0.966,0.0024
0.968,0.0024
0.97,0.0012
0.972,0.0012
0.974,0.0037
0.976,0.0024
0.978,0.0049
0.98,0.0073
0.982,0.0085
0.984,0.0098
0.986,0.0098
0.988,0.0134
0.99,0.0122
0.992,0.0146
0.994,0.0171
0.996,0.0208
0.998,0.0244
1.0,0.0305
1.002,0.0317
1.004,0.0366
1.006,0.0415
1.008,0.0464
1.01,0.0525
1.012,0.0574
1.014,0.0647
1.016,0.0732
1.018,0.0793
1.02,0.0854
1.022,0.0964
1.024,0.105
1.026,0.1135
1.028,0.1245
1.03,0.1367
1.032,0.1452
1.034,0.155
1.036,0.1672
1.038,0.1758
1.04,0.1843
1.042,0.1941
1.044,0.2014
1.046,0.2038
1.048,0.0085
1.05,-0.0513
1.052,-0.0488
1.054,-0.0439
1.056,-0.0366
1.058,-0.0208
1.06,-0.0122
1.062,-0.0085
1.064,-0.0049
1.066,0.0049
1.068,0.0061
1.07,0.0098
1.072,0.0098
1.074,0.0134
1.076,0.011
1.078,0.0159
1.08,0.022
1.082,0.0256
1.084,0.0317
1.086,0.0391
1.088,0.0415
1.09,0.022
1.092,0.0024
1.094,-0.0
1.096,-0.0012
1.098,-0.0037
1.1,-0.0012
1.102,-0.0012
1.104,0.0012
1.106,0.0037
1.108,-0.0
1.11,-0.0012
1.112,-0.0
1.114,-0.0012
1.116,-0.0
1.118,-0.0
1.12,-0.0
1.122,-0.0
1.124,-0.0024
1.126,-0.0
1.128,0.0012
1.13,-0.0024
1.132,-0.0012
1.134,0.0012
1.136,-0.0
1.138,-0.0
1.14,-0.0012
1.142,0.0012
1.144,-0.0
1.146,-0.0
1.148,-0.0
1.15,-0.0024
1.152,-0.0024
1.154,-0.0
1.156,0.0012
1.158,0.0012
1.16,-0.0
1.162,-0.0012
1.164,-0.0012
1.166,-0.0012
1.168,-0.0012
1.17,-0.0012
1.172,-0.0024
1.174,-0.0
1.176,-0.0012
1.178,-0.0012
1.18,-0.0
1.182,-0.0024
1.184,-0.0024
1.186,0.0012
1.188,-0.0012
1.19,-0.0
1.192,-0.0
1.194,-0.0
1.196,-0.0
1.198,-0.0012
1.2,-0.0
1.202,-0.0
1.204,-0.0012
1.206,0.0012
1.208,-0.0
1.21,-0.0012
1.212,-0.0012
1.214,-0.0012
1.216,-0.0012
1.218,-0.0
1.22,-0.0012
1.222,-0.0
1.224,-0.0024
1.226,0.0012
1.228,-0.0024
1.23,-0.0024
1.232,-0.0012
1.234,-0.0024
1.236,-0.0
1.238,-0.0
1.24,-0.0012
1.242,-0.0024
1.244,-0.0024
1.246,-0.0012
1.248,-0.0012
1.25,-0.0012
1.252,-0.0
1.254,-0.0012
1.256,-0.0
1.258,-0.0
1.26,-0.0012
1.262,-0.0012
1.264,0.0012
1.266,-0.0012
1.268,-0.0024
1.27,-0.0
1.272,-0.0012
1.274,-0.0012
1.276,-0.0
1.278,-0.0012
1.28,-0.0
1.282,-0.0
1.284,-0.0
1.286,-0.0012
1.288,-0.0
1.29,-0.0024
1.292,-0.0012
1.294,-0.0012
1.296,0.0012
1.298,-0.0012
1.3,-0.0
1.302,-0.0
1.304,-0.0024
1.306,-0.0
1.308,-0.0037
1.31,-0.0024
1.312,-0.0012
1.314,-0.0
1.316,-0.0
1.318,-0.0
1.32,-0.0012
1.322,-0.0012
1.324,-0.0
1.326,-0.0012
1.328,-0.0
1.33,-0.0
1.332,-0.0
1.334,-0.0
1.336,-0.0
1.338,-0.0
1.34,-0.0012
1.342,-0.0012
1.344,-0.0
1.346,-0.0012
1.348,-0.0
1.35,-0.0
1.352,-0.0
1.354,-0.0
1.356,-0.0012
1.358,-0.0
1.36,-0.0
1.362,-0.0
1.364,0.0012
1.366,-0.0012
1.368,-0.0024
1.37,-0.0024
1.372,-0.0024
1.374,-0.0
1.376,-0.0012
1.378,-0.0012
1.38,-0.0
1.382,-0.0012
1.384,-0.0012
1.386,-0.0012
1.388,-0.0024
1.39,-0.0
1.392,-0.0
1.394,-0.0
1.396,0.0012
1.398,-0.0012
1.4,-0.0
1.402,-0.0
1.404,-0.0
1.406,-0.0
1.408,-0.0012
1.41,-0.0
1.412,-0.0
1.414,-0.0012
1.416,-0.0
1.418,-0.0
1.42,-0.0012
1.422,-0.0
1.424,-0.0
1.426,-0.0012
1.428,-0.0012
1.43,-0.0012
1.432,-0.0012
1.434,-0.0012
1.436,-0.0012
1.438,-0.0
1.44,-0.0012
1.442,-0.0012
1.444,0.0012
1.446,-0.0024
1.448,-0.0024
1.45,-0.0024
1.452,-0.0024
1.454,-0.0012
1.456,-0.0012
1.458,-0.0
1.46,-0.0
1.462,-0.0012
1.464,0.0012
1.466,-0.0012
1.468,-0.0012
1.47,-0.0
1.472,-0.0012
1.474,-0.0
1.476,-0.0
1.478,-0.0012
1.48,-0.0
1.482,-0.0012
1.484,-0.0
1.486,0.0012
1.488,-0.0
1.49,-0.0
1.492,-0.0012
1.494,-0.0
1.496,-0.0012
1.498,-0.0012
1.5,-0.0024
1.502,-0.0
1.504,-0.0
1.506,-0.0012
1.508,-0.0012
1.51,-0.0012
1.512,-0.0012
1.514,-0.0024
1.516,-0.0
1.518,-0.0
1.52,-0.0024
1.522,-0.0
1.524,-0.0012
1.526,-0.0024
1.528,-0.0
1.53,-0.0
1.532,-0.0
1.534,-0.0
1.536,-0.0012
1.538,-0.0
1.54,-0.0
1.542,-0.0012
1.544,-0.0
1.546,-0.0
1.548,-0.0012
1.55,0.0012
1.552,-0.0
1.554,0.0012
1.556,-0.0012
1.558,-0.0012
1.56,-0.0
1.562,-0.0024
1.564,-0.0
1.566,-0.0024
1.568,-0.0012
1.57,0.0012
1.572,-0.0
1.574,-0.0012
1.576,-0.0
1.578,-0.0024
1.58,-0.0012
1.582,-0.0012
1.584,-0.0024
1.586,-0.0
1.588,-0.0012
1.59,-0.0
1.592,-0.0024
1.594,-0.0012
1.596,-0.0
1.598,-0.0012
1.6,-0.0012
1.602,0.0012
1.604,-0.0012
1.606,-0.0
1.608,-0.0012
1.61,-0.0
1.612,-0.0
1.614,-0.0
1.616,-0.0012
1.618,-0.0
1.62,-0.0012
1.622,-0.0012
1.624,-0.0024
1.626,-0.0024
1.628,-0.0012
1.63,-0.0
1.632,-0.0
1.634,-0.0
1.636,-0.0012
1.638,-0.0
1.64,-0.0012
1.642,-0.0012
1.644,-0.0012
1.646,-0.0012
1.648,-0.0012
1.65,-0.0
1.652,-0.0012
1.654,-0.0
1.656,-0.0012
1.658,-0.0012
1.66,-0.0012
1.662,-0.0
1.664,-0.0
1.666,-0.0012
1.668,-0.0012
1.67,-0.0
1.672,-0.0012
1.674,-0.0024
1.676,-0.0
1.678,-0.0
1.68,-0.0
1.682,0.0012
1.684,-0.0012
1.686,-0.0012
1.688,-0.0024
1.69,-0.0012
1.692,-0.0
1.694,-0.0012
1.696,-0.0
1.698,-0.0
1.7,-0.0012
1.702,0.0012
1.704,-0.0012
1.706,-0.0012
1.708,-0.0012
1.71,-0.0012
1.712,-0.0012
1.714,-0.0
1.716,-0.0
1.718,-0.0012
1.72,-0.0012
1.722,-0.0
1.724,-0.0
1.726,-0.0024
1.728,-0.0
1.73,-0.0012
1.732,-0.0
1.734,-0.0
1.736,-0.0
1.738,-0.0012
1.74,-0.0
1.742,-0.0
1.744,-0.0
1.746,-0.0
1.748,-0.0012
1.75,-0.0012
1.752,-0.0012
1.754,-0.0
1.756,-0.0
1.758,-0.0012
1.76,-0.0
1.762,-0.0012
1.764,-0.0012
1.766,-0.0
1.768,-0.0024
1.77,-0.0
1.772,-0.0024
1.774,-0.0
1.776,-0.0
1.778,-0.0012
1.78,-0.0012
1.782,0.0012
1.784,-0.0024
1.786,-0.0
1.788,-0.0012
1.79,-0.0
1.792,-0.0
1.794,-0.0012
1.796,-0.0012
1.798,-0.0012
1.8,-0.0012
1.802,0.0012
1.804,-0.0
1.806,-0.0012
1.808,-0.0
1.81,-0.0012
1.812,-0.0
1.814,-0.0024
1.816,-0.0012
1.818,-0.0012
1.82,-0.0012
1.822,-0.0
1.824,-0.0012
1.826,-0.0024
1.828,-0.0012
1.83,-0.0
1.832,-0.0012
1.834,-0.0
1.836,-0.0
1.838,-0.0
1.84,-0.0
1.842,-0.0024
1.844,-0.0
1.846,-0.0024
1.848,-0.0
1.85,-0.0
1.852,-0.0024
1.854,-0.0
1.856,-0.0012
1.858,-0.0024
1.86,-0.0
1.862,-0.0012
1.864,-0.0012
1.866,-0.0012
1.868,-0.0
1.87,-0.0
1.872,-0.0
1.874,-0.0
1.876,-0.0
1.878,-0.0024
1.88,-0.0
1.882,-0.0012
1.884,-0.0012
1.886,-0.0
1.888,-0.0012
1.89,-0.0
1.892,-0.0
1.894,-0.0
1.896,-0.0
1.898,-0.0
1.9,-0.0
1.902,-0.0012
1.904,-0.0024
1.906,-0.0024
1.908,-0.0
1.91,-0.0
1.912,-0.0
1.914,-0.0
1.916,-0.0
1.918,-0.0012
1.92,-0.0
1.922,-0.0012
1.924,-0.0
1.926,-0.0024
1.928,-0.0
1.93,-0.0012
1.932,-0.0012
1.934,-0.0
1.936,-0.0024
1.938,-0.0
1.94,-0.0
1.942,-0.0012
1.944,-0.0024
1.946,-0.0024
1.948,-0.0012
1.95,-0.0
1.952,-0.0012
1.954,-0.0
1.956,-0.0012
1.958,-0.0
1.96,-0.0
1.962,-0.0024
1.964,-0.0012
1.966,-0.0
1.968,-0.0012
1.97,-0.0012
1.972,-0.0012
1.974,-0.0024
1.976,-0.0012
1.978,-0.0
1.98,0.0012
1.982,-0.0
1.984,-0.0012
1.986,-0.0024
1.988,-0.0012
1.99,-0.0024
1.992,-0.0012
1.994,-0.0024
1.996,-0.0
1.998,-0.0
