Time(s),Voltage I/O-1(V)
0.982,0.093
0.984,0.095
0.986,0.1
0.988,0.103
0.99,0.106
0.992,-0.013
0.994,-0.024
0.996,-0.021
0.998,-0.017
1.0,-0.012
1.002,-0.005
1.004,-0.001
1.006,0.002
1.008,0.009
1.01,0.011
1.012,0.013
1.014,0.016
1.016,0.016
1.018,0.007
1.02,0.002
1.022,0.002
1.024,-0.004
1.026,-0.002
1.028,-0.0
1.03,-0.002
1.032,0.001
1.034,-0.0
1.036,-0.0
1.038,-0.001
1.04,-0.0
1.042,0.001
1.044,-0.0
1.046,-0.0
1.048,-0.0
1.05,-0.0
1.052,-0.001
1.054,-0.001
1.056,-0.001
1.058,0.002
1.06,0.001
1.062,-0.0
1.064,-0.0
1.066,-0.001
1.068,-0.002
1.07,-0.001
1.072,-0.001
1.074,-0.001
1.076,-0.0
1.078,-0.0
1.08,0.001
1.082,-0.002
1.084,-0.0
1.086,-0.0
1.088,-0.002
1.09,-0.0
1.092,-0.002
1.094,-0.001
1.096,-0.001
1.098,-0.001
1.1,0.001
1.102,-0.001
1.104,-0.0
1.106,-0.0
1.108,-0.0
1.11,-0.0
1.112,-0.001
1.114,-0.001
1.116,-0.001
1.118,-0.002
1.12,-0.0
1.122,0.001
1.124,-0.0
1.126,-0.0
1.128,-0.0
1.13,-0.001
1.132,-0.0
1.134,-0.001
1.136,-0.002
1.138,-0.001
1.14,-0.002
1.142,-0.001
1.144,-0.001
1.146,-0.001
1.148,0.001
1.15,-0.0
1.152,-0.0
1.154,-0.0
1.156,-0.001
1.158,-0.0
1.16,-0.001
1.162,-0.002
1.164,-0.0
1.166,0.001
1.168,-0.0
1.17,-0.0
1.172,-0.001
1.174,-0.0
1.176,-0.004
1.178,-0.001
1.18,-0.002
1.182,-0.001
1.184,-0.001
1.186,-0.0
1.188,-0.0
1.19,0.001
1.192,-0.0
1.194,-0.0
1.196,-0.001
1.198,-0.001
1.2,-0.002
1.202,-0.0
1.204,-0.001
1.206,-0.0
1.208,-0.001
1.21,-0.0
1.212,-0.001
1.214,-0.001
1.216,-0.0
1.218,-0.0
1.22,-0.002
1.222,-0.001
1.224,-0.001
1.226,-0.001
1.228,-0.0
1.23,-0.001
1.232,-0.0
1.234,0.001
1.236,-0.0
1.238,0.001
1.24,-0.0
1.242,-0.001
1.244,-0.002
1.246,-0.001
1.248,-0.0
1.25,-0.0
1.252,0.001
1.254,-0.0
1.256,-0.001
1.258,0.001
1.26,-0.0
1.262,-0.002
1.264,-0.004
1.266,-0.001
1.268,-0.0
1.27,-0.0
1.272,-0.0
1.274,-0.0
1.276,-0.0
1.278,-0.001
1.28,-0.0
1.282,-0.002
1.284,-0.001
1.286,-0.0
1.288,-0.002
1.29,-0.001
1.292,-0.0
1.294,-0.0
1.296,-0.0
1.298,-0.0
1.3,-0.0
1.302,-0.002
1.304,-0.004
1.306,-0.001
1.308,-0.002
1.31,-0.001
1.312,-0.0
1.314,-0.0
1.316,-0.0
1.318,0.002
1.32,-0.001
1.322,-0.0
1.324,-0.002
1.326,-0.002
1.328,-0.001
1.33,-0.002
1.332,-0.0
1.334,-0.001
1.336,-0.001
1.338,-0.0
1.34,-0.002
1.342,-0.001
1.344,-0.0
1.346,-0.002
1.348,0.001
1.35,-0.0
1.352,-0.001
1.354,-0.0
1.356,-0.001
1.358,-0.0
1.36,-0.001
1.362,-0.001
1.364,-0.001
1.366,-0.002
1.368,-0.0
1.37,-0.0
1.372,-0.002
1.374,-0.0
1.376,-0.001
1.378,-0.0
1.38,-0.0
1.382,-0.001
1.384,-0.0
1.386,-0.0
1.388,-0.002
1.39,-0.0
1.392,-0.001
1.394,-0.001
1.396,-0.0
1.398,-0.0
1.4,0.001
1.402,-0.0
1.404,-0.004
1.406,-0.0
1.408,-0.001
1.41,-0.001
1.412,-0.0
1.414,-0.0
1.416,-0.001
1.418,-0.001
1.42,-0.001
1.422,-0.0
1.424,-0.0
1.426,-0.001
1.428,-0.0
1.43,-0.001
1.432,-0.0
1.434,-0.0
1.436,-0.002
1.438,-0.0
1.44,-0.001
1.442,-0.001
1.444,0.001
1.446,-0.001
1.448,-0.001
1.45,-0.001
1.452,-0.002
1.454,-0.002
1.456,-0.0
1.458,-0.0
1.46,-0.0
1.462,-0.001
1.464,-0.0
1.466,-0.0
1.468,-0.001
1.47,-0.0
1.472,-0.0
1.474,-0.001
1.476,-0.0
1.478,-0.002
1.48,-0.0
1.482,-0.001
1.484,-0.0
1.486,-0.0
1.488,-0.001
1.49,-0.001
1.492,-0.002
1.494,-0.004
1.496,-0.0
1.498,-0.002
1.5,-0.0
1.502,-0.0
1.504,-0.0
1.506,-0.0
1.508,-0.0
1.51,-0.0
1.512,-0.0
1.514,-0.002
1.516,-0.001
1.518,-0.001
1.52,-0.001
1.522,-0.001
1.524,-0.0
1.526,-0.001
1.528,-0.0
1.53,-0.001
1.532,-0.0
1.534,-0.001
1.536,-0.001
1.538,-0.0
1.54,-0.0
1.542,-0.001
1.544,-0.0
1.546,-0.001
1.548,-0.0
1.55,-0.0
1.552,-0.0
1.554,-0.001
1.556,-0.0
1.558,-0.001
1.56,-0.002
1.562,-0.002
1.564,-0.001
1.566,-0.0
1.568,-0.0
1.57,-0.0
1.572,-0.0
1.574,-0.001
1.576,-0.0
1.578,-0.002
1.58,-0.001
1.582,-0.001
1.584,-0.001
1.586,0.001
1.588,-0.0
1.59,-0.0
1.592,-0.0
1.594,-0.001
1.596,-0.0
1.598,-0.0
1.6,-0.002
1.602,-0.001
1.604,-0.002
1.606,-0.001
1.608,-0.0
1.61,-0.001
1.612,-0.0
1.614,-0.0
1.616,-0.0
1.618,-0.001
1.62,-0.002
1.622,-0.0
1.624,-0.001
1.626,-0.002
1.628,-0.0
1.63,-0.001
1.632,-0.0
1.634,0.001
1.636,-0.001
1.638,-0.002
1.64,-0.001
1.642,-0.002
1.644,-0.001
1.646,-0.0
1.648,-0.0
1.65,-0.001
1.652,-0.001
1.654,-0.0
1.656,-0.0
1.658,-0.002
1.66,-0.001
1.662,-0.001
1.664,-0.0
1.666,-0.0
1.668,-0.001
1.67,-0.0
1.672,-0.001
1.674,-0.001
1.676,0.001
1.678,-0.002
1.68,-0.0
1.682,-0.0
1.684,-0.001
1.686,-0.0
1.688,-0.001
1.69,-0.0
1.692,-0.0
1.694,-0.001
1.696,0.001
1.698,-0.0
1.7,-0.001
1.702,-0.0
1.704,-0.001
1.706,-0.001
1.708,-0.0
1.71,-0.001
1.712,-0.0
1.714,-0.001
1.716,-0.0
1.718,-0.0
1.72,-0.001
1.722,-0.0
1.724,-0.0
1.726,-0.001
1.728,0.001
1.73,-0.0
1.732,-0.001
1.734,-0.0
1.736,-0.002
1.738,-0.001
1.74,-0.0
1.742,-0.0
1.744,-0.0
1.746,-0.001
1.748,-0.002
1.75,-0.001
1.752,-0.004
1.754,-0.0
1.756,-0.001
1.758,-0.0
1.76,-0.0
1.762,0.001
1.764,-0.0
1.766,-0.001
1.768,-0.001
1.77,-0.001
1.772,-0.001
1.774,-0.0
1.776,-0.0
1.778,-0.001
1.78,-0.0
1.782,-0.0
1.784,-0.001
1.786,-0.0
1.788,-0.001
1.79,-0.0
1.792,-0.0
1.794,-0.001
1.796,-0.002
1.798,-0.002
1.8,-0.002
1.802,-0.0
1.804,-0.0
1.806,-0.0
1.808,-0.0
1.81,-0.0
1.812,-0.0
1.814,-0.0
1.816,-0.002
1.818,-0.0
1.82,-0.001
1.822,0.001
1.824,0.001
1.826,-0.001
1.828,-0.0
1.83,-0.002
1.832,-0.001
1.834,0.001
1.836,-0.001
1.838,-0.001
1.84,-0.002
1.842,-0.001
1.844,-0.0
1.846,-0.002
1.848,-0.001
1.85,-0.0
1.852,-0.001
1.854,0.001
1.856,-0.0
1.858,-0.001
1.86,-0.0
1.862,-0.001
1.864,-0.0
1.866,-0.0
1.868,-0.0
1.87,-0.0
1.872,-0.001
1.874,-0.0
1.876,-0.0
1.878,-0.002
1.88,-0.0
1.882,-0.0
1.884,-0.001
1.886,0.001
1.888,-0.0
1.89,-0.001
1.892,-0.001
1.894,-0.001
1.896,-0.0
1.898,-0.001
1.9,-0.0
1.902,-0.0
1.904,-0.002
1.906,-0.001
1.908,-0.0
1.91,-0.002
1.912,-0.0
1.914,0.001
1.916,-0.001
1.918,-0.001
1.92,-0.001
1.922,-0.001
1.924,-0.0
1.926,-0.001
1.928,-0.001
1.93,-0.0
1.932,-0.001
1.934,0.001
1.936,-0.002
1.938,-0.001
1.94,-0.001
1.942,-0.002
1.944,0.001
1.946,-0.0
1.948,-0.0
1.95,-0.0
1.952,-0.001
1.954,-0.0
1.956,-0.002
1.958,-0.002
1.96,-0.001
1.962,-0.001
1.964,-0.0
1.966,-0.0
1.968,-0.001
1.97,-0.0
1.972,-0.0
1.974,-0.0
1.976,-0.0
1.978,-0.001
1.98,-0.0
1.982,-0.0
1.984,-0.001
1.986,-0.002
1.988,-0.0
1.99,-0.0
1.992,-0.0
1.994,-0.0
1.996,-0.0
1.998,-0.001
