Time(s),Voltage I/O-1(V)
0.172,-0.0049
0.174,-0.0049
0.176,-0.0073
0.178,-0.0061
0.18,-0.0049
0.182,-0.0061
0.184,-0.0061
0.186,-0.0049
0.188,-0.0073
0.19,-0.0061
0.192,-0.0073
0.194,-0.0085
0.196,-0.0098
0.198,-0.0085
0.2,-0.0098
0.202,-0.0098
0.20400000000000001,-0.011
0.20600000000000002,-0.0085
0.20800000000000002,-0.011
0.21000000000000002,-0.0122
0.2119999999999999,-0.0134
0.2139999999999999,-0.0146
0.21599999999999991,-0.0146
0.21799999999999992,-0.0146
0.21999999999999992,-0.0171
0.22199999999999992,-0.0171
0.22399999999999992,-0.0195
0.22599999999999992,-0.0195
0.22799999999999992,-0.0208
0.22999999999999993,-0.022
0.23199999999999993,-0.0232
0.23399999999999993,-0.0244
0.23599999999999993,-0.0269
0.23799999999999993,-0.0281
0.23999999999999994,-0.0317
0.24199999999999994,-0.0342
0.24399999999999994,-0.0378
0.24599999999999994,-0.0391
0.24799999999999994,-0.0391
0.24999999999999994,-0.0439
0.25199999999999995,-0.0464
0.25399999999999995,-0.0488
0.25599999999999995,-0.0549
0.25799999999999995,-0.0586
0.25999999999999995,-0.0647
0.26199999999999996,-0.0708
0.26399999999999996,-0.0757
0.26599999999999996,-0.0806
0.26799999999999996,-0.0867
0.26999999999999996,-0.0952
0.27199999999999996,-0.105
0.27399999999999997,-0.1147
0.27599999999999997,-0.1245
0.27799999999999997,-0.1343
0.27999999999999997,-0.1465
0.282,-0.1611
0.284,-0.1733
0.286,-0.1868
0.288,-0.2026
0.29,-0.2173
0.292,-0.2307
0.294,-0.2453
0.296,-0.2563
0.298,-0.2673
0.3,-0.2783
0.302,-0.2856
0.304,-0.2881
0.306,-0.2856
0.308,-0.282
0.31,-0.2685
0.312,-0.2551
0.314,-0.2368
0.316,-0.2148
0.318,-0.1892
0.32,-0.1611
0.322,-0.1282
0.324,-0.0952
0.326,-0.0561
0.328,-0.0159
0.33,0.0281
0.332,0.0745
0.334,0.1221
0.3359999999999999,0.1733
0.3379999999999999,0.2283
0.3399999999999999,0.2807
0.3419999999999999,0.3393
0.3439999999999999,0.4004
0.3459999999999999,0.4614
0.3479999999999999,0.5249
0.3499999999999999,0.5834
0.3519999999999999,0.642
0.3539999999999999,0.6921
0.3559999999999999,0.7348
0.35799999999999993,0.7702
0.35999999999999993,0.7885
0.36199999999999993,0.7922
0.36399999999999993,0.78
0.36599999999999994,0.7494
0.36799999999999994,0.7067
0.36999999999999994,0.6481
0.37199999999999994,0.5761
0.37399999999999994,0.5017
0.37599999999999995,0.4174
0.37799999999999995,0.3344
0.37999999999999995,0.2453
0.38199999999999995,0.1575
0.38399999999999995,0.0708
0.38599999999999995,-0.0195
0.38799999999999996,-0.1111
0.38999999999999996,-0.2051
0.39199999999999996,-0.3015
0.39399999999999996,-0.4028
0.39599999999999996,-0.5053
0.39799999999999996,-0.6115
0.39999999999999997,-0.714
0.40199999999999997,-0.8093
0.40399999999999997,-0.8886
0.40599999999999997,-0.9447
0.408,-0.9752
0.41,-0.9716
0.412,-0.9325
0.414,-0.8654
0.416,-0.7739
0.418,-0.6689
0.42,-0.5517
0.422,-0.4321
0.424,-0.3137
0.426,-0.1916
0.428,-0.0732
0.43,0.0452
0.432,0.1648
0.434,0.2868
0.436,0.4113
0.438,0.5395
0.44,0.6677
0.442,0.7934
0.444,0.9081
0.446,0.9997
0.448,1.0631
0.45,1.0924
0.452,1.09
0.454,1.0497
0.456,0.9728
0.458,0.8593
0.46,0.7226
0.4619999999999999,0.57
0.4639999999999999,0.4199
0.4659999999999999,0.2636
0.4679999999999999,0.1111
0.4699999999999999,-0.0427
0.4719999999999999,-0.2014
