Time(s),Voltage I/O-1(V)
0.252,-0.0012
0.254,-0.0037
0.256,-0.0024
0.25799999999999995,-0.0024
0.25999999999999995,-0.0024
0.26199999999999996,-0.0024
0.26399999999999996,-0.0012
0.26599999999999996,-0.0
0.26799999999999996,-0.0012
0.26999999999999996,-0.0012
0.27199999999999996,-0.0
0.27399999999999997,-0.0012
0.27599999999999997,-0.0
0.27799999999999997,-0.0024
0.27999999999999997,-0.0037
0.282,-0.0024
0.284,-0.0024
0.286,-0.0037
0.288,-0.0012
0.2899999999999999,-0.0024
0.2919999999999999,-0.0037
0.29399999999999993,-0.0024
0.29599999999999993,-0.0
0.29799999999999993,-0.0024
0.29999999999999993,-0.0037
0.30199999999999994,-0.0049
0.30399999999999994,-0.0024
0.30599999999999994,-0.0024
0.30799999999999994,-0.0024
0.30999999999999994,-0.0024
0.31199999999999994,-0.0024
0.31399999999999995,-0.0024
0.31599999999999995,-0.0024
0.31799999999999995,-0.0037
0.31999999999999995,-0.0037
0.32199999999999995,-0.0049
0.32399999999999995,-0.0049
0.32599999999999996,-0.0049
0.32799999999999996,-0.0061
0.32999999999999996,-0.0049
0.33199999999999996,-0.0061
0.33399999999999996,-0.0049
0.33599999999999997,-0.0061
0.33799999999999997,-0.0073
0.33999999999999997,-0.0073
0.34199999999999997,-0.0098
0.344,-0.0085
0.346,-0.011
0.348,-0.0122
0.35,-0.0098
0.352,-0.0098
0.354,-0.0122
0.356,-0.011
0.358,-0.0146
0.36,-0.0159
0.362,-0.0183
0.364,-0.0195
0.366,-0.0195
0.36799999999999994,-0.022
0.36999999999999994,-0.0256
0.37199999999999994,-0.0281
0.37399999999999994,-0.0317
0.37599999999999995,-0.0342
0.37799999999999995,-0.0403
0.37999999999999995,-0.0452
0.38199999999999995,-0.0488
0.38399999999999995,-0.0561
0.38599999999999995,-0.0623
0.38799999999999996,-0.0696
0.38999999999999996,-0.083
0.39199999999999996,-0.0928
0.39399999999999996,-0.1062
0.39599999999999996,-0.1221
0.39799999999999996,-0.1416
0.39999999999999997,-0.1623
0.40199999999999997,-0.188
0.40399999999999997,-0.2148
0.40599999999999997,-0.249
0.408,-0.2868
0.41,-0.3271
0.412,-0.3698
0.414,-0.4077
0.416,-0.4455
0.418,-0.4736
0.42,-0.4846
0.422,-0.4797
0.424,-0.4541
0.426,-0.4077
0.428,-0.3479
0.42999999999999994,-0.2722
0.43199999999999994,-0.1904
0.43399999999999994,-0.0989
0.43599999999999994,-0.0012
0.43799999999999994,0.1025
0.43999999999999995,0.2136
0.44199999999999995,0.3296
0.44399999999999995,0.4504
0.44599999999999995,0.5749
0.44799999999999995,0.7018
0.44999999999999996,0.8251
0.45199999999999996,0.9386
0.45399999999999996,1.0338
0.45599999999999996,1.0949
0.45799999999999996,1.1181
0.45999999999999996,1.0961
0.46199999999999997,1.0314
0.46399999999999997,0.9228
0.46599999999999997,0.7873
0.46799999999999997,0.6347
0.47,0.4748
0.472,0.3149
0.474,0.1575
0.476,-0.0024
0.478,-0.1611
0.48,-0.3271
0.482,-0.4956
0.484,-0.6713
0.486,-0.8483
0.488,-1.0119
0.49,-1.1498
0.492,-1.2389
0.49399999999999994,-1.2645
0.49599999999999994,-1.2194
0.49799999999999994,-1.1083
0.49999999999999994,-0.9508
0.502,-0.7653
0.504,-0.5737
0.506,-0.3808
0.508,-0.1904
0.51,-0.0012
0.512,0.1831
0.514,0.3747
0.516,0.5639
0.518,0.7592
0.52,0.9545
0.522,1.1303
0.524,1.2645
0.526,1.3414
0.528,1.3524
0.53,1.3011
0.532,1.1791
0.534,0.9997
0.536,0.7824
